command,raw_parsing,output,reward,task_done,task_number,difficulty,step_number
Place at the cabinet_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: cabinet_0(y))))",Success,0,False,0,3,1
Pick up the broom_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: broom_0(y))))",Success,0,False,1,1,0
Place at the countertop_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: countertop_0(y))))",Success,0,False,1,1,1
Pick up the rag_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: rag_0(y))))",Success,0,False,1,1,2
Place at the countertop_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: countertop_0(y))))",Success,0,False,1,1,3
Pick up the bin_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: bin_0(y))))",Type of action cannot be performed,0,False,1,1,4
Pick up the rag_0 inside the cabinet_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: rag_0(y) and inside(y, iota(Object, lambda z: cabinet_0(z))))))",Success,0,False,1,2,0
Place at the countertop_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: countertop_0(y))))",Success,0,False,1,2,1
Pick up the dustpan_0 inside the cabinet_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: dustpan_0(y) and inside(y, iota(Object, lambda z: cabinet_0(z))))))",Success,0,False,1,2,2
Place at the countertop_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: countertop_0(y))))",Success,0,False,1,2,3
Pick up the broom_0 next to the electric_refrigerator_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: broom_0(y) and nextto(y, iota(Object, lambda z: electric_refrigerator_0(z))))))",Success,0,False,1,2,4
Place at the countertop_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: countertop_0(y))))",Success,0,False,1,2,5
Pick up the broom_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: broom_0(y))))",Success,0,False,1,3,0
Place at the electric_refrigerator_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: electric_refrigerator_0(y))))",Success,0,False,1,3,1
Pick up the rag_0 inside the cabinet_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: rag_0(y) and inside(y, iota(Object, lambda z: cabinet_0(z))))))",Success,0,False,1,3,2
Place at the electric_refrigerator_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: electric_refrigerator(y))))",Success,0,False,1,3,3
Pick up the dustpan_0 inside the cabinet_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: dustpan_0(y) and inside(y, iota(Object, lambda z: cabinet_0(z))))))",Success,0,False,1,3,4
Place at the electric_refrigerator_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: electric_refrigerator_0(y))))",Success,0,False,1,3,5
Pick up the broom_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: broom_0(y))))",Success,0,False,2,1,0
Place at the countertop_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: countertop_0(y))))",Success,0,False,2,1,1
Pick up the blender_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: blender_0(y))))",Success,0,False,2,1,2
Place at the countertop_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: countertop_0(y))))",Success,0,False,2,1,3
Pick up the casserole_0 next to the electric_refrigerator_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: casserole(y) and nextto(y, iota(Object, lambda z: electric_refrigerator(z))))))",No valid target,0,False,2,2,0
Pick up the soap_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: soap_0(y))))",Success,0,False,2,3,0
Place at the countertop_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: countertop_0(y))))",Success,0,False,2,3,1
Pick up the rag_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: rag_0(y))))",Success,0,False,2,3,2
Place at the countertop_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: countertop_0(y))))",Success,0,False,2,3,3
Pick up the dustpan_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: dustpan_0(y))))",Success,0,False,2,3,4
Place at the countertop_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: countertop_0(y))))",Success,0,False,2,3,5
Pick up the casserole_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: casserole_0(y))))",Success,0,False,2,3,6
Place at the countertop_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: countertop_0(y))))",Success,0,False,2,3,7
Pick up the plate_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: plate_0(y))))",Success,0,False,2,3,8
Place at the countertop_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: countertop_0(y))))",Success,0,False,2,3,9
Pick up the vegetable_oil_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: vegetable_oil(y))))",Success,0,False,2,3,10
Place at the countertop_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: countertop_0(y))))",Success,0,False,2,3,11
Pick up the apple_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: apple_0(y))))",Success,0,False,2,3,12
Place at the countertop_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: countertop_0(y))))",Success,0,False,2,3,13
Pick up the plate_0 inside the electric_refrigerator_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: plate_0(y) and inside(y, iota(Object, lambda z: electric_refrigerator_0(z))))))",Success,0,False,3,1,0
Place at the countertop_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: countertop_0(y))))",Success,0,False,3,1,1
Pick up the casserole_0 inside the electric_refrigerator_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: casserole(y) and inside(y, iota(Object, lambda z: electric_refrigerator(z))))))",Success,0,False,3,1,2
Place at the countertop_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: countertop_0(y))))",Success,0,False,3,1,3
Pick up the apple_0 inside the electric_refrigerator_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: apple_0(y) and inside(y, iota(Object, lambda z: electric_refrigerator_0(z))))))",Success,0,False,3,1,4
Place at the countertop_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: countertop_0(y))))",Success,0,False,3,1,5
Pick up the vegetable_oil_0 inside the electric_refrigerator_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: vegetable_oil(y) and inside(y, iota(Object, lambda z: electric_refrigerator(z))))))",Success,0,False,3,1,6
Place at the countertop_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: countertop_0(y))))",Success,0,False,3,1,7
Pick up the casserole_0 inside the electric_refrigerator_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: casserole(y) and inside(y, iota(Object, lambda z: electric_refrigerator(z))))))",Success,0,False,3,2,0
Place at the countertop_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: countertop_0(y))))",Success,0,False,3,2,1
Pick up the plate_0 inside the electric_refrigerator_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: plate_0(y) and inside(y, iota(Object, lambda z: electric_refrigerator_0(z))))))",Success,0,False,3,2,2
Place at the countertop_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: countertop_0(y))))",Success,0,False,3,2,3
Pick up the vegetable_oil_0 inside the electric_refrigerator_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: vegetable_oil(y) and inside(y, iota(Object, lambda z: electric_refrigerator(z))))))",Success,0,False,3,2,4
Place at the countertop_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: countertop_0(y))))",Success,0,False,3,2,5
Pick up the apple_0 inside the electric_refrigerator_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: apple_0(y) and inside(y, iota(Object, lambda z: electric_refrigerator_0(z))))))",Success,0,False,3,2,6
Place at the countertop_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: countertop_0(y))))",Success,0,False,3,2,7
Pick up the casserole_0 inside the electric_refrigerator_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: casserole(y) and inside(y, iota(Object, lambda z: electric_refrigerator(z))))))",Success,0,False,3,3,0
Place at the countertop_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: countertop_0(y))))",Success,0,False,3,3,1
Pick up the plate_0 inside the electric_refrigerator_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: plate_0(y) and inside(y, iota(Object, lambda z: electric_refrigerator_0(z))))))",Success,0,False,3,3,2
Place at the countertop_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: countertop_0(y))))",Success,0,False,3,3,3
Pick up the vegetable_oil_0 inside the electric_refrigerator_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: vegetable_oil(y) and inside(y, iota(Object, lambda z: electric_refrigerator(z))))))",Success,0,False,3,3,4
Place at the countertop_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: countertop_0(y))))",Success,0,False,3,3,5
Pick up the apple_0 inside the electric_refrigerator_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: apple_0(y) and inside(y, iota(Object, lambda z: electric_refrigerator_0(z))))))",Success,0,False,3,3,6
Place at the countertop_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: countertop_0(y))))",Success,0,False,3,3,7
Pick up the vegetable oil_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: vegetable_oil(y))))",Success,0,False,4,1,0
Place at the countertop_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: countertop_0(y))))",Success,0,False,4,1,1
Pick up the plate_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: plate_0(y))))",Success,0,False,4,1,2
Place at the countertop_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: countertop_0(y))))",Success,0,False,4,1,3
Pick up the casserole_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: casserole_0(y))))",Success,0,False,4,1,4
Place at the countertop_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: countertop_0(y))))",Success,0,False,4,1,5
Pick up the apple_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: apple_0(y))))",Success,0,False,4,1,6
Place at the countertop_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: countertop_0(y))))",Success,0,False,4,1,7
Pick up the soap_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: soap_0(y))))",Success,0,False,4,1,8
Place at the electric_refrigerator_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: electric_refrigerator_0(y))))",Success,0,False,4,1,9
Pick up the rag_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: rag_0(y))))",Success,0,False,4,1,10
Place at the electric_refrigerator_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: electric_refrigerator(y))))",Success,0,False,4,1,11
Pick up the dustpan_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: dustpan_0(y))))",Success,0,False,4,1,12
Place at the electric_refrigerator_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: electric_refrigerator_0(y))))",Success,0,False,4,1,13
Pick up the vegetable_oil_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: vegetable_oil(y))))",Success,0,False,4,1,14
Place at the cabinet_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: cabinet_0(y))))",Success,0,False,4,1,15
Pick up the plate_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: plate_0(y))))",Success,0,False,4,1,16
Place at the cabinet_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: cabinet_0(y))))",Success,0,False,4,1,17
Pick up the casserole_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: casserole_0(y))))",Success,0,False,4,1,18
Place at the cabinet_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: cabinet_0(y))))",Success,0,False,4,1,19
Pick up the casserole_0 inside the electric_refrigerator_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: casserole(y) and inside(y, iota(Object, lambda z: electric_refrigerator(z))))))",Success,0,False,4,2,0
Place at the countertop_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: countertop_0(y))))",Success,0,False,4,2,1
Pick up the plate_0 inside the electric_refrigerator_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: plate_0(y) and inside(y, iota(Object, lambda z: electric_refrigerator_0(z))))))",Success,0,False,4,2,2
Place at the countertop_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: countertop_0(y))))",Success,0,False,4,2,3
Pick up the vegetable_oil_0 inside the electric_refrigerator_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: vegetable_oil(y) and inside(y, iota(Object, lambda z: electric_refrigerator(z))))))",Success,0,False,4,2,4
Place at the countertop_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: countertop_0(y))))",Success,0,False,4,2,5
Pick up the apple_0 inside the electric_refrigerator_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: apple_0(y) and inside(y, iota(Object, lambda z: electric_refrigerator_0(z))))))",Success,0,False,4,2,6
Place at the countertop_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: countertop_0(y))))",Success,0,False,4,2,7
Pick up the soap_0 inside the cabinet_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: soap(y) and inside(y, iota(Object, lambda z: cabinet(z))))))",Success,0,False,4,2,8
Place at the electric_refrigerator_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: electric_refrigerator_0(y))))",Success,0,False,4,2,9
Pick up the rag_0 inside the cabinet_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: rag_0(y) and inside(y, iota(Object, lambda z: cabinet_0(z))))))",Success,0,False,4,2,10
Place at the electric_refrigerator_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: electric_refrigerator_0(y))))",Success,0,False,4,2,11
Pick up the dustpan_0 inside the cabinet_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: dustpan_0(y) and inside(y, iota(Object, lambda z: cabinet_0(z))))))",Success,0,False,4,2,12
Place at the electric_refrigerator_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: electric_refrigerator_0(y))))",Success,0,False,4,2,13
Pick up the casserole_0 on the countertop_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: casserole_0(y) and on(y, iota(Object, lambda z: countertop_0(z))))))",Failed parsing,0,False,4,2,14
Pick up the casserole_0 inside the electric_refrigerator_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: casserole(y) and inside(y, iota(Object, lambda z: electric_refrigerator(z))))))",Success,0,False,4,3,0
Place at the cabinet_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: cabinet_0(y))))",Success,0,False,4,3,1
Pick up the plate_0 inside the electric_refrigerator_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: plate_0(y) and inside(y, iota(Object, lambda z: electric_refrigerator_0(z))))))",Success,0,False,4,3,2
Place at the cabinet_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: cabinet_0(y))))",Success,0,False,4,3,3
Pick up the vegetable_oil_0 inside the electric_refrigerator_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: vegetable_oil(y) and inside(y, iota(Object, lambda z: electric_refrigerator(z))))))",Success,0,False,4,3,4
Place at the cabinet_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: cabinet_0(y))))",Success,0,False,4,3,5
Pick up the apple_0 inside the electric_refrigerator_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: apple_0(y) and inside(y, iota(Object, lambda z: electric_refrigerator_0(z))))))",Success,0,False,4,3,6
Place at the cabinet_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: cabinet_0(y))))",Success,0,False,4,3,7
Pick up the soap_0 inside the cabinet_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: soap(y) and inside(y, iota(Object, lambda z: cabinet(z))))))",Failure,0,False,4,3,8
Pick up the necklace_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: necklace_0(y))))",Success,0,False,5,1,0
Place at the table_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: table_0(y))))",Success,0,False,5,1,1
Pick up the white necklace,"execute(Action, lambda x: pick(x, iota(Object, lambda y: necklace(y) and white(y))))",Success,0,False,5,2,0
Place at the table at the same location as the notebook,"execute(Action, lambda x: place(x, iota(Object, lambda y: table(y) and atsamelocation(y, iota(Object, lambda z: notebook(z))))))",Success,0,False,5,2,1
Pick up the white necklace on the floor,"execute(Action, lambda x: pick(x, iota(Object, lambda y: necklace(y) and white(y) and onfloor(y))))",Success,0,False,5,3,0
Place at the table in front of the robot,"execute(Action, lambda x: place(x, iota(Object, lambda y: table(y) and infront(y, iota(Object, lambda z: robot(z))))))",Failed parsing,0,False,5,3,1
Pick up sock_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: sock_0(y))))",Success,0,False,6,1,0
Place at cabinet_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: cabinet_0(y))))",Success,0,False,6,1,1
Pick up sock_1,"execute(Action, lambda x: pick(x, iota(Object, lambda y: sock_1(y))))",Success,0,False,6,1,2
Place at cabinet_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: cabinet_0(y))))",Success,0,False,6,1,3
Pick up the gym_shoe_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: gym_shoe_0(y))))",Success,0,False,6,2,0
Place at the cabinet_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: cabinet_0(y))))",Success,0,False,6,2,1
Pick up the sock_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: sock_0(y))))",Success,0,False,6,2,2
Place at the cabinet_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: cabinet_0(y))))",Success,0,False,6,2,3
Pick up the sock_1,"execute(Action, lambda x: pick(x, iota(Object, lambda y: sock_1(y))))",Success,0,False,6,2,4
Place at the cabinet_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: cabinet_0(y))))",Success,0,False,6,2,5
Pick up the white gym_shoe_0 on the floor,"execute(Action, lambda x: pick(x, iota(Object, lambda y: gym_shoe(y) and white(y) and onfloor(y))))",Success,0,False,6,3,0
Place at the cabinet_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: cabinet_0(y))))",Success,0,False,6,3,1
Pick up the white sock_0 on the floor,"execute(Action, lambda x: pick(x, iota(Object, lambda y: sock_0(y) and white(y) and on(y, iota(Object, lambda z: floor(z))))))",Failed parsing,0,False,6,3,2
Pick up sock_1,"execute(Action, lambda x: pick(x, iota(Object, lambda y: sock_1(y))))",Success,0,False,7,1,0
Place at the table_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: table_0(y))))",Success,0,False,7,1,1
Pick up sock_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: sock_0(y))))",Success,0,False,7,1,2
Place at the table_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: table_0(y))))",Success,0,False,7,1,3
Pick up gym_shoe_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: gym_shoe_0(y))))",Success,0,False,7,1,4
Place at the table_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: table_0(y))))",Success,0,False,7,1,5
Pick up the gym shoe at the same location as the cabinet_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: gym_shoe(y) and atsamelocation(y, iota(Object, lambda z: cabinet_0(z))))))",Success,0,False,7,2,0
Place at the table at the same location as the notebook_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: table(y) and atsamelocation(y, iota(Object, lambda z: notebook_0(z))))))",Success,0,False,7,2,1
Pick up the sock in front of the robot,"execute(Action, lambda x: pick(x, iota(Object, lambda y: sock(y) and infront(y, iota(Object, lambda z: robot(z))))))",Success,0,False,7,2,2
Place at the table at the same location as the notebook_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: table(y) and atsamelocation(y, iota(Object, lambda z: notebook_0(z))))))",Success,0,False,7,2,3
Pick up the sock at the same location as the sofa_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: sock(y) and atsamelocation(y, iota(Object, lambda z: sofa_0(z))))))",Type of action cannot be performed,0,False,7,2,4
Pick up the gym_shoe_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: gym_shoe_0(y))))",Success,0,False,7,3,0
Place at the table_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: table_0(y))))",Success,0,False,7,3,1
Pick up the sock_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: sock_0(y))))",Success,0,False,7,3,2
Place at the table_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: table_0(y))))",Success,0,False,7,3,3
Pick up the sock_1,"execute(Action, lambda x: pick(x, iota(Object, lambda y: sock_1(y))))",Success,0,False,7,3,4
Place at the table_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: table_0(y))))",Success,0,False,7,3,5
Pick up the notebook under the table,"execute(Action, lambda x: pick(x, iota(Object, lambda y: notebook(y) and under(y, iota(Object, lambda z: table(z))))))",Success,0,False,8,1,0
Place at the table at the same location as the sofa,"execute(Action, lambda x: place(x, iota(Object, lambda y: table(y) and atsamelocation(y, iota(Object, lambda z: sofa(z))))))",Failed parsing,0,False,8,1,1
Pick up the notebook_0 under the table_1,"execute(Action, lambda x: pick(x, iota(Object, lambda y: notebook_0(y) and under(y, iota(Object, lambda z: table_1(z))))))",Success,0,False,8,2,0
Pick up the notebook_0 under the table_1,"execute(Action, lambda x: pick(x, iota(Object, lambda y: notebook_0(y) and under(y, iota(Object, lambda z: table_1(z))))))",Success,0,False,8,3,0
Place at the table_0 in front of the robot,"execute(Action, lambda x: place(x, iota(Object, lambda y: table_0(y) and infront(y, iota(Object, lambda z: robot(z))))))",Failed parsing,0,False,8,3,1
Pick up sock_1,"execute(Action, lambda x: pick(x, iota(Object, lambda y: sock_1(y))))",Success,0,False,9,1,0
Place at cabinet_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: cabinet_0(y))))",Success,0,False,9,1,1
Pick up sock_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: sock_0(y))))",Success,0,False,9,1,2
Place at cabinet_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: cabinet_0(y))))",Success,0,False,9,1,3
Pick up necklace_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: necklace_0(y))))",Success,0,False,9,1,4
Place at cabinet_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: cabinet_0(y))))",Success,0,False,9,1,5
Pick up notebook_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: notebook_0(y))))",Success,0,False,9,1,6
Place at cabinet_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: cabinet_0(y))))",Success,0,False,9,1,7
Pick up the gym_shoe_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: gym_shoe_0(y))))",Success,0,False,9,2,0
Place at the cabinet_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: cabinet_0(y))))",Success,0,False,9,2,1
Pick up the necklace_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: necklace_0(y))))",Success,0,False,9,2,2
Place at the cabinet_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: cabinet_0(y))))",Success,0,False,9,2,3
Pick up the notebook_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: notebook_0(y))))",Success,0,False,9,2,4
Place at the cabinet_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: cabinet_0(y))))",Success,0,False,9,2,5
Pick up the sock_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: sock_0(y))))",Success,0,False,9,2,6
Place at the cabinet_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: cabinet_0(y))))",Success,0,False,9,2,7
Pick up the sock_1,"execute(Action, lambda x: pick(x, iota(Object, lambda y: sock_1(y))))",Success,0,False,9,2,8
Place at the cabinet_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: cabinet_0(y))))",Success,0,False,9,2,9
Pick up the gym_shoe_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: gym_shoe_0(y))))",Success,0,False,9,3,0
Place at the cabinet_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: cabinet_0(y))))",Success,0,False,9,3,1
Pick up the necklace_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: necklace_0(y))))",Success,0,False,9,3,2
Place at the cabinet_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: cabinet_0(y))))",Success,0,False,9,3,3
Pick up the notebook_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: notebook_0(y))))",Success,0,False,9,3,4
Place at the table_1,"execute(Action, lambda x: place(x, iota(Object, lambda y: table_1(y))))",Success,0,False,9,3,5
Pick up the sock_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: sock_0(y))))",Success,0,False,9,3,6
Place at the sofa_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: sofa_0(y))))",Success,0,False,9,3,7
Pick up the sock_1,"execute(Action, lambda x: pick(x, iota(Object, lambda y: sock_1(y))))",Success,0,False,9,3,8
Place at the table_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: table_0(y))))",Success,0,False,9,3,9
Pick up sock_1,"execute(Action, lambda x: pick(x, iota(Object, lambda y: sock_1(y))))",Success,0,False,10,1,0
Place at cabinet_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: cabinet_0(y))))",Success,0,False,10,1,1
Pick up sock_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: sock_0(y))))",Success,0,False,10,1,2
Place at cabinet_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: cabinet_0(y))))",Success,0,False,10,1,3
Pick up necklace_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: necklace_0(y))))",Success,0,False,10,1,4
Place at cabinet_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: cabinet_0(y))))",Success,0,False,10,1,5
Pick up notebook_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: notebook_0(y))))",Success,0,False,10,1,6
Place at cabinet_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: cabinet_0(y))))",Success,0,False,10,1,7
Pick up the gym_shoe_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: gym_shoe_0(y))))",Success,0,False,10,2,0
Place at the cabinet_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: cabinet_0(y))))",Success,0,False,10,2,1
Pick up the necklace_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: necklace_0(y))))",Success,0,False,10,2,2
Place at the cabinet_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: cabinet_0(y))))",Success,0,False,10,2,3
Pick up the notebook_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: notebook_0(y))))",Success,0,False,10,2,4
Place at the cabinet_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: cabinet_0(y))))",Success,0,False,10,2,5
Pick up the sock_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: sock_0(y))))",Success,0,False,10,2,6
Place at the cabinet_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: cabinet_0(y))))",Success,0,False,10,2,7
Pick up the sock_1,"execute(Action, lambda x: pick(x, iota(Object, lambda y: sock_1(y))))",Success,0,False,10,2,8
Place at the cabinet_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: cabinet_0(y))))",Success,0,False,10,2,9
Pick up the gym_shoe_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: gym_shoe_0(y))))",Success,0,False,10,3,0
Place at the cabinet_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: cabinet_0(y))))",Success,0,False,10,3,1
Pick up the necklace_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: necklace_0(y))))",Success,0,False,10,3,2
Place at the cabinet_0,"execute(Action, lambda x: place(x, iota(Object, lambda y: cabinet_0(y))))",Success,0,False,10,3,3
Pick up the notebook_0,"execute(Action, lambda x: pick(x, iota(Object, lambda y: notebook_0(y))))",Success,0,False,10,3,4
Place at the table_1,"execute(Action, lambda x: place(x, iota(Object, lambda y: table_1(y))))",Success,0,False,10,3,5
